county,state,population,# total covid cases,# covid cases per 100k,# covid deaths,# covid deaths per 100k,case_fatality_rate
Lincoln County,Washington,10939,84,767.9,2,18.28,0.024
Buncombe County,North Carolina,261197,4479,1714.8,109,41.73,0.024
Cumberland County,Maine,294997,2919,989.5,70,23.73,0.024
Tuolumne County,California,54479,329,603.9,8,14.68,0.024
Montgomery County,Georgia,9172,371,4044.9,9,98.12,0.024
Hardin County,Texas,57601,1486,2579.8,36,62.5,0.024
Fairfax County,Virginia,1147510,24909,2170.7,595,51.85,0.024
Carroll County,Tennessee,27767,1247,4490.9,30,108.04,0.024
Fall River County,South Dakota,6713,248,3694.3,6,89.38,0.024
Douglas County,South Dakota,2921,211,7223.6,5,171.18,0.024
Ouachita Parish,Louisiana,153279,7297,4760.6,173,112.87,0.024
Allen County,Indiana,379302,10823,2853.4,255,67.23,0.024
McDowell County,North Carolina,45756,1440,3147.1,34,74.31,0.024
Manatee County,Florida,403251,13944,3457.9,330,81.83,0.024
Alleghany County,Virginia,14859,168,1130.6,4,26.92,0.024
"Portsmouth, City of",Virginia,94399,2902,3074.2,69,73.09,0.024
Delaware County,Indiana,114136,3614,3166.4,88,77.1,0.024
Dearborn County,Indiana,49459,1275,2577.9,30,60.66,0.024
Fulton County,Ohio,42127,744,1766.1,18,42.73,0.024
Jackson County,Texas,14760,676,4579.9,16,108.4,0.024
Worcester County,Maryland,52276,1268,2425.6,31,59.3,0.024
Jasper County,South Carolina,30073,960,3192.2,23,76.48,0.024
Washington County,Virginia,53741,1188,2210.6,28,52.1,0.024
Heard County,Georgia,11923,253,2121.9,6,50.32,0.024
Rio Arriba County,New Mexico,38921,616,1582.7,15,38.54,0.024
LaPorte County,Indiana,109888,2955,2689.1,71,64.61,0.024
Clay County,Georgia,2834,124,4375.4,3,105.86,0.024
McCormick County,South Carolina,9463,289,3054.0,7,73.97,0.024
Volusia County,Florida,553273,13439,2429.0,329,59.46,0.024
Stark County,Illinois,5342,127,2377.4,3,56.16,0.024
Lane County,Kansas,1535,41,2671.0,1,65.15,0.024
Wexford County,Michigan,33633,247,734.4,6,17.84,0.024
McDuffie County,Georgia,21312,723,3392.5,17,79.77,0.024
Alamosa County,Colorado,16233,381,2347.1,9,55.44,0.024
Granville County,North Carolina,60443,2151,3558.7,51,84.38,0.024
Ector County,Texas,166221,4294,2583.3,101,60.76,0.024
Orange County,California,3175689,61421,1934.1,1503,47.33,0.024
Winston County,Mississippi,17955,936,5213.0,22,122.53,0.024
Franklin County,Pennsylvania,155026,2546,1642.3,62,39.99,0.024
Lawrence County,Mississippi,12586,595,4727.5,14,111.24,0.024
Lincoln County,Oklahoma,34877,905,2594.8,22,63.08,0.024
Carter County,Montana,1252,84,6709.3,2,159.75,0.024
Itawamba County,Mississippi,23390,1264,5404.0,30,128.26,0.024
Quitman County,Georgia,2299,41,1783.4,1,43.5,0.024
Dallam County,Texas,7287,412,5653.9,10,137.23,0.024
Screven County,Georgia,13966,457,3272.2,11,78.76,0.024
Fannin County,Texas,35515,839,2362.4,20,56.31,0.024
Benton County,Washington,204390,5690,2783.9,137,67.03,0.024
Rosebud County,Montana,8937,891,9969.8,21,234.98,0.024
Tangipahoa Parish,Louisiana,134759,5116,3796.4,127,94.24,0.025
Lamar County,Texas,49859,2049,4109.6,51,102.29,0.025
Craven County,North Carolina,102138,2513,2460.4,63,61.68,0.025
Carroll County,Kentucky,10631,242,2276.4,6,56.44,0.025
Kennebec County,Maine,122286,445,363.9,11,9.0,0.025
Jackson County,Florida,46414,3299,7107.8,83,178.83,0.025
Lafayette County,Missouri,32708,1052,3216.3,26,79.49,0.025
Yuma County,Arizona,213786,14270,6674.9,361,168.86,0.025
New Madrid County,Missouri,17076,919,5381.8,23,134.69,0.025
Live Oak County,Texas,12207,394,3227.7,10,81.92,0.025
Darlington County,South Carolina,66618,2630,3947.9,67,100.57,0.025
Spartanburg County,South Carolina,319787,9742,3046.4,246,76.93,0.025
Sumter County,South Carolina,106722,3680,3448.2,92,86.2,0.025
Union County,South Carolina,27316,824,3016.5,21,76.88,0.025
Botetourt County,Virginia,33419,521,1559.0,13,38.9,0.025
Rabun County,Georgia,17137,447,2608.4,11,64.19,0.025
Cecil County,Maryland,102852,1439,1399.1,36,35.0,0.025
Liberty County,Texas,88217,2321,2631.0,59,66.88,0.025
Wells County,Indiana,28296,667,2357.2,17,60.08,0.025
Fayette County,Georgia,114420,2248,1964.7,57,49.82,0.025
Nueces County,Texas,362296,16362,4516.2,413,114.0,0.025
Hennepin County,Minnesota,1265847,40559,3204.1,1016,80.26,0.025
"St. Louis, City of",Missouri,300576,9075,3019.2,225,74.86,0.025
McDonough County,Illinois,29682,962,3241.0,24,80.86,0.025
Henderson County,North Carolina,117415,2645,2252.7,67,57.06,0.025
Sutton County,Texas,3776,121,3204.4,3,79.45,0.025
Cherokee County,Texas,52647,1670,3172.1,42,79.78,0.025
Concordia Parish,Louisiana,19259,637,3307.5,16,83.08,0.025
Mariposa County,California,17205,81,470.8,2,11.62,0.025
Lincoln County,Oregon,49962,526,1052.8,13,26.02,0.025
Snohomish County,Washington,822093,9727,1183.2,240,29.19,0.025
Goshen County,Wyoming,13211,241,1824.2,6,45.42,0.025
Hudspeth County,Texas,4886,120,2456.0,3,61.4,0.025
Zapata County,Texas,14179,361,2546.0,9,63.47,0.025
Louisa County,Iowa,11035,604,5473.5,15,135.93,0.025
Lucas County,Iowa,8600,238,2767.4,6,69.77,0.025
Harrison County,Iowa,14049,793,5644.5,20,142.36,0.025
Osage County,Kansas,15949,203,1272.8,5,31.35,0.025
Cook County,Georgia,17270,647,3746.4,16,92.65,0.025
Imperial County,California,181216,13398,7393.4,341,188.17,0.025
Chase County,Kansas,2648,119,4494.0,3,113.29,0.025
Bacon County,Georgia,11164,640,5732.7,16,143.32,0.025
Jones County,Georgia,28735,672,2338.6,17,59.16,0.025
White County,Georgia,30798,1047,3399.6,26,84.42,0.025
Hanover County,Virginia,107769,1802,1672.1,45,41.76,0.025
Bartow County,Georgia,107739,3820,3545.6,96,89.1,0.025
Cotton County,Oklahoma,5666,118,2082.6,3,52.95,0.025
Hutchinson County,Texas,20938,406,1939.1,10,47.76,0.025
Forrest County,Mississippi,74898,3271,4367.3,82,109.48,0.025
Houston County,Georgia,157862,3825,2423.0,97,61.45,0.025
Smith County,Mississippi,15916,632,3970.8,16,100.53,0.025
Tippah County,Mississippi,22015,1035,4701.3,26,118.1,0.025
McLean County,Kentucky,9207,243,2639.3,6,65.17,0.025
McNairy County,Tennessee,25694,1206,4693.7,30,116.76,0.025
Adams County,Idaho,4294,79,1839.8,2,46.58,0.025
Stone County,Mississippi,18336,554,3021.4,14,76.35,0.025
Arapahoe County,Colorado,656595,15581,2373.0,390,59.4,0.025
Jasper County,Illinois,9610,408,4245.6,10,104.06,0.025
Sullivan County,Indiana,20669,531,2569.1,14,67.74,0.026
Lawrence County,Ohio,59463,1209,2033.2,31,52.13,0.026
Jasper County,Mississippi,16383,734,4480.3,19,115.98,0.026
Polk County,Nebraska,5213,231,4431.2,6,115.1,0.026
Lynn County,Texas,5951,232,3898.5,6,100.82,0.026
Otero County,New Mexico,67490,645,955.7,17,25.19,0.026
New Castle County,Delaware,558755,13818,2473.0,354,63.36,0.026
Prince George's County,Maryland,909334,34070,3746.7,869,95.56,0.026
Copiah County,Mississippi,28065,1442,5138.1,38,135.4,0.026
Tuscarawas County,Ohio,91987,1800,1956.8,47,51.09,0.026
Coshocton County,Ohio,36600,509,1390.7,13,35.52,0.026
Iroquois County,Illinois,27114,780,2876.7,20,73.76,0.026
Edgar County,Illinois,17161,464,2703.8,12,69.93,0.026
Muskegon County,Michigan,173565,3296,1899.0,86,49.55,0.026
Marion County,Alabama,29709,1197,4029.1,31,104.35,0.026
Deaf Smith County,Texas,18546,1104,5952.8,29,156.37,0.026
Suwannee County,Florida,44417,3059,6887.0,80,180.11,0.026
Graham County,Kansas,2482,76,3062.0,2,80.58,0.026
Sandusky County,Ohio,58518,936,1599.5,24,41.01,0.026
Martin County,Minnesota,19683,688,3495.4,18,91.45,0.026
Arkansas County,Arkansas,17486,766,4380.6,20,114.38,0.026
Rusk County,Texas,54405,1061,1950.2,28,51.47,0.026
Koochiching County,Minnesota,12229,196,1602.7,5,40.89,0.026
Delta County,Michigan,35784,1644,4594.2,43,120.16,0.026
St. Clair County,Illinois,259690,8918,3434.1,229,88.18,0.026
Grayson County,Kentucky,26427,623,2357.4,16,60.54,0.026
Big Horn County,Montana,13319,1512,11352.2,40,300.32,0.026
Sharp County,Arkansas,17442,420,2408.0,11,63.07,0.026
Bullock County,Alabama,10101,662,6553.8,17,168.3,0.026
Adams County,Pennsylvania,103007,1288,1250.4,34,33.01,0.026
Lake County,Florida,367116,9103,2479.6,236,64.28,0.026
Dickinson County,Michigan,25239,920,3645.2,24,95.09,0.026
Lenoir County,North Carolina,55949,1619,2893.7,42,75.07,0.026
Meriwether County,Georgia,21167,604,2853.5,16,75.59,0.026
Cleveland County,North Carolina,97948,3504,3577.4,91,92.91,0.026
Clinton County,Pennsylvania,38633,312,807.6,8,20.71,0.026
Fulton County,Indiana,19974,500,2503.3,13,65.09,0.026
Dunn County,North Dakota,4424,230,5198.9,6,135.62,0.026
Liberty County,Montana,2337,39,1668.8,1,42.79,0.026
Allegheny County,Pennsylvania,1216003,16838,1384.7,433,35.61,0.026
Dale County,Alabama,49171,2000,4067.4,54,109.82,0.027
Irwin County,Georgia,9416,370,3929.5,10,106.2,0.027
Manistee County,Michigan,24558,186,757.4,5,20.36,0.027
Montrose County,Colorado,42758,524,1225.5,14,32.74,0.027
Jackson County,South Dakota,3344,149,4455.7,4,119.62,0.027
Clay County,Arkansas,14551,557,3827.9,15,103.09,0.027
Yazoo County,Mississippi,29690,1341,4516.7,36,121.25,0.027
Gillespie County,Texas,26987,369,1367.3,10,37.05,0.027
Bates County,Missouri,16172,296,1830.3,8,49.47,0.027
Berrien County,Michigan,153400,3411,2223.6,91,59.32,0.027
Lampasas County,Texas,21428,331,1544.7,9,42.0,0.027
Grayson County,Texas,136210,2948,2164.3,79,58.0,0.027
Harrison County,Indiana,40515,951,2347.3,26,64.17,0.027
Oktibbeha County,Mississippi,49587,2141,4317.7,57,114.95,0.027
Noxubee County,Mississippi,10417,623,5980.6,17,163.19,0.027
Big Horn County,Wyoming,11790,298,2527.6,8,67.86,0.027
Glynn County,Georgia,85293,3849,4512.7,105,123.11,0.027
Jones County,Mississippi,68098,3115,4574.3,84,123.35,0.027
Muscogee County,Georgia,195767,6503,3321.8,178,90.92,0.027
Scott County,Indiana,23873,655,2743.7,18,75.4,0.027
Greene County,Tennessee,69069,2156,3121.5,59,85.42,0.027
Perry County,Illinois,20916,585,2796.9,16,76.5,0.027
Boyd County,Kentucky,46719,838,1793.7,23,49.23,0.027
Dimmit County,Texas,10124,301,2973.1,8,79.02,0.027
Seminole County,Georgia,8090,407,5030.9,11,135.97,0.027
Webster Parish,Louisiana,38340,1546,4032.3,42,109.55,0.027
Coconino County,Arizona,143476,5668,3950.5,151,105.24,0.027
Armstrong County,Pennsylvania,64737,897,1385.6,24,37.07,0.027
McIntosh County,North Dakota,2497,185,7408.9,5,200.24,0.027
Garland County,Arkansas,99387,2789,2806.2,76,76.47,0.027
Hancock County,Kentucky,8722,182,2086.7,5,57.33,0.027
Cook County,Illinois,5150170,210266,4082.7,5586,108.46,0.027
Brantley County,Georgia,19109,485,2538.1,13,68.03,0.027
Rockland County,New York,325789,18756,5757.1,514,157.77,0.027
Henry County,Ohio,27006,659,2440.2,18,66.65,0.027
Kanawha County,West Virginia,178125,4029,2261.9,107,60.07,0.027
Lewis County,Idaho,3838,111,2892.1,3,78.16,0.027
Jackson Parish,Louisiana,15744,903,5735.5,24,152.44,0.027
Allen County,Ohio,102350,2949,2881.3,80,78.16,0.027
Belmont County,Ohio,67005,989,1476.0,27,40.3,0.027
Calcasieu Parish,Louisiana,203437,8643,4248.5,231,113.55,0.027
Bossier Parish,Louisiana,127039,4572,3598.9,125,98.4,0.027
Lyon County,Kansas,33195,1492,4494.7,41,123.51,0.027
"Franklin, City of",Virginia,7967,518,6501.8,14,175.72,0.027
Lorain County,Ohio,309822,3435,1108.7,93,30.02,0.027
Decatur County,Georgia,26404,1328,5029.5,36,136.34,0.027
Delaware County,New York,44135,222,503.0,6,13.59,0.027
Polk County,Florida,724770,23879,3294.7,637,87.89,0.027
Allegany County,Maryland,70414,972,1380.4,26,36.92,0.027
Harrison County,Ohio,15041,113,751.3,3,19.95,0.027
Baltimore City,Maryland,593499,18824,3171.7,511,86.1,0.027
Rowan County,North Carolina,142089,4467,3143.8,121,85.16,0.027
Carroll County,Illinois,14305,641,4481.0,17,118.84,0.027
St. Louis County,Missouri,994205,32081,3226.8,885,89.02,0.028
Howard County,Iowa,9158,319,3483.3,9,98.27,0.028
Roosevelt County,Montana,11004,1088,9887.3,31,281.72,0.028
Curry County,Oregon,22923,72,314.1,2,8.73,0.028
Frederick County,Maryland,259549,5069,1953.0,140,53.94,0.028
Barnwell County,South Carolina,20866,893,4279.7,25,119.81,0.028
Berrien County,Georgia,19397,507,2613.8,14,72.18,0.028
King County,Washington,2252832,29832,1324.2,822,36.49,0.028
East Baton Rouge Parish,Louisiana,440062,16626,3778.1,461,104.76,0.028
Island County,Washington,85145,427,501.5,12,14.09,0.028
Oscoda County,Michigan,8241,71,861.5,2,24.27,0.028
Ferry County,Washington,7627,36,472.0,1,13.11,0.028
Hockley County,Texas,23021,924,4013.7,26,112.94,0.028
Asotin County,Washington,22581,327,1448.1,9,39.86,0.028
Bertie County,North Carolina,18947,744,3926.7,21,110.83,0.028
Baldwin County,Georgia,44890,2362,5261.8,66,147.03,0.028
Bosque County,Texas,18685,433,2317.4,12,64.22,0.028
Wilson County,Texas,51069,1008,1973.8,28,54.83,0.028
La Paz County,Arizona,21108,636,3013.1,18,85.28,0.028
Mississippi County,Arkansas,40651,2543,6255.7,70,172.2,0.028
Coahoma County,Mississippi,22124,1308,5912.1,37,167.24,0.028
Grady County,Georgia,24633,885,3592.7,25,101.49,0.028
Clinch County,Georgia,6618,466,7041.4,13,196.43,0.028
Greene County,New York,47188,527,1116.8,15,31.79,0.028
Eastland County,Texas,18360,285,1552.3,8,43.57,0.028
Williamson County,Illinois,66597,2295,3446.1,65,97.6,0.028
Hardin County,Ohio,31365,493,1571.8,14,44.64,0.028
Wayne County,Georgia,29927,1282,4283.8,36,120.29,0.028
St. Martin Parish,Louisiana,53430,2295,4295.3,64,119.78,0.028
Evangeline Parish,Louisiana,33395,1448,4336.0,40,119.78,0.028
Upshur County,Texas,41752,533,1276.6,15,35.93,0.028
Wilson County,Kansas,8525,143,1677.4,4,46.92,0.028
Somervell County,Texas,9128,176,1928.1,5,54.78,0.028
Columbia County,Arkansas,23457,790,3367.9,22,93.79,0.028
Perry County,Indiana,19169,605,3156.1,17,88.68,0.028
Hyde County,North Carolina,4937,178,3605.4,5,101.28,0.028
Kendall County,Texas,47431,396,834.9,11,23.19,0.028
Montgomery County,Indiana,38338,822,2144.1,23,59.99,0.028
Edwards County,Texas,1932,72,3726.7,2,103.52,0.028
Coffee County,Georgia,43273,2350,5430.6,65,150.21,0.028
Ross County,Ohio,76665,1785,2328.3,52,67.83,0.029
Clay County,Indiana,26225,628,2394.7,18,68.64,0.029
Walton County,Georgia,94594,2439,2578.4,71,75.06,0.029
Grimes County,Texas,28880,1229,4255.5,36,124.65,0.029
Union County,Illinois,16653,858,5152.2,25,150.12,0.029
Carroll County,Indiana,20257,442,2182.0,13,64.18,0.029
Sussex County,Delaware,234226,8408,3589.7,240,102.47,0.029
Atascosa County,Texas,51153,1298,2537.5,37,72.33,0.029
Yavapai County,Arizona,235091,3138,1334.8,92,39.13,0.029
Fayette County,Illinois,21336,906,4246.3,26,121.86,0.029
Claiborne County,Mississippi,8988,550,6119.3,16,178.02,0.029
Crawford County,Michigan,14029,175,1247.4,5,35.64,0.029
Prince of Wales - Hyder Census Area,Alaska,6203,35,564.2,1,16.12,0.029
Oglethorpe County,Georgia,15259,445,2916.3,13,85.2,0.029
Warrick County,Indiana,62997,2399,3808.1,69,109.53,0.029
Henderson County,Texas,82736,1396,1687.3,40,48.35,0.029
Isle of Wight County,Virginia,37109,898,2419.9,26,70.06,0.029
Juniata County,Pennsylvania,24763,279,1126.7,8,32.31,0.029
Winn Parish,Louisiana,13904,715,5142.4,21,151.04,0.029
Runnels County,Texas,10264,313,3049.5,9,87.69,0.029
Covington County,Mississippi,18636,1051,5639.6,31,166.34,0.029
Chattooga County,Georgia,24789,1010,4074.4,29,116.99,0.029
Assumption Parish,Louisiana,21891,828,3782.4,24,109.63,0.029
Monroe County,West Virginia,13275,275,2071.6,8,60.26,0.029
Benton County,Mississippi,8259,412,4988.5,12,145.3,0.029
Stephens County,Texas,9366,173,1847.1,5,53.38,0.029
Tallahatchie County,Mississippi,13809,898,6503.0,26,188.28,0.029
Dutchess County,New York,294224,5710,1940.7,168,57.1,0.029
Stanly County,North Carolina,62806,2541,4045.8,74,117.82,0.029
Hart County,Georgia,26205,615,2346.9,18,68.69,0.029
Marion County,Indiana,964571,29621,3070.9,854,88.54,0.029
Knox County,Ohio,62323,595,954.7,17,27.28,0.029
Sumter County,Florida,132421,3047,2301.0,88,66.45,0.029
Palm Beach County,Florida,1496753,54624,3649.5,1606,107.3,0.029
Tate County,Mississippi,28321,1359,4798.6,40,141.24,0.029
Broome County,New York,190492,3927,2061.5,112,58.8,0.029
Martin County,North Carolina,22440,692,3083.8,20,89.13,0.029
Christian County,Illinois,32304,1083,3352.5,31,95.96,0.029
Chowan County,North Carolina,13943,548,3930.3,16,114.75,0.029
Rappahannock County,Virginia,7370,69,936.2,2,27.14,0.029
Graves County,Kentucky,37266,1042,2796.1,30,80.5,0.029
Phelps County,Missouri,44574,1028,2306.3,30,67.3,0.029
Towns County,Georgia,12037,477,3962.8,14,116.31,0.029
Mahaska County,Iowa,22095,863,3905.9,25,113.15,0.029
Hocking County,Ohio,28265,311,1100.3,9,31.84,0.029
Montgomery County,Iowa,9917,242,2440.3,7,70.59,0.029
Fulton County,Arkansas,12477,377,3021.6,11,88.16,0.029
Lewis County,New York,26296,171,650.3,5,19.01,0.029
Greenwood County,South Carolina,70811,2654,3748.0,77,108.74,0.029
Washington County,North Carolina,11580,274,2366.1,8,69.08,0.029
Palo Pinto County,Texas,29189,770,2638.0,23,78.8,0.03
Choctaw County,Mississippi,8210,230,2801.5,7,85.26,0.03
Pulaski County,Indiana,12353,236,1910.5,7,56.67,0.03
Crawford County,Georgia,12404,198,1596.3,6,48.37,0.03
Lycoming County,Pennsylvania,113300,1064,939.1,32,28.24,0.03
Gilchrist County,Florida,18582,624,3358.1,19,102.25,0.03
Harris County,Georgia,35236,877,2488.9,26,73.79,0.03
Jersey County,Illinois,21773,707,3247.1,21,96.45,0.03
Bristol County,Rhode Island,48478,661,1363.5,20,41.26,0.03
Gogebic County,Michigan,13975,528,3778.2,16,114.49,0.03
Martin County,Florida,160998,5524,3431.1,168,104.35,0.03
Lincoln Parish,Louisiana,46741,1745,3733.3,52,111.25,0.03
Washington County,Oklahoma,51528,1457,2827.6,43,83.45,0.03
Charles County,Maryland,163258,3377,2068.5,102,62.48,0.03
Stewart County,Georgia,6621,572,8639.2,17,256.76,0.03
Bibb County,Georgia,153160,6800,4439.8,203,132.54,0.03
Cuyahoga County,Ohio,1235080,23406,1895.1,700,56.68,0.03
Leon County,Texas,17404,396,2275.3,12,68.95,0.03
Swisher County,Texas,7397,167,2257.7,5,67.6,0.03
Pike County,Georgia,18962,401,2114.8,12,63.29,0.03
Whatcom County,Washington,229249,1682,733.7,51,22.25,0.03
Jim Wells County,Texas,40482,1782,4402.0,53,130.92,0.03
Logan County,North Dakota,1850,135,7297.3,4,216.22,0.03
Chatham County,North Carolina,74469,2045,2746.1,62,83.26,0.03
Schenectady County,New York,155298,1687,1086.3,51,32.84,0.03
Kittitas County,Washington,47936,779,1625.1,23,47.98,0.03
Orange County,New York,384944,14221,3694.3,421,109.37,0.03
Edgecombe County,North Carolina,51472,2143,4163.4,65,126.28,0.03
"Petersburg, City of",Virginia,31346,987,3148.7,30,95.71,0.03
Choctaw County,Alabama,12589,403,3201.2,12,95.32,0.03
York County,Pennsylvania,449044,7072,1574.9,211,46.99,0.03
Jefferson Davis County,Mississippi,11128,464,4169.7,14,125.81,0.03
Emmons County,North Dakota,3241,304,9379.8,9,277.69,0.03
Fayette County,West Virginia,42407,833,1964.3,25,58.95,0.03
Onondaga County,New York,460514,6257,1358.7,187,40.61,0.03
Howard County,Nebraska,6445,200,3103.2,6,93.1,0.03
Wetzel County,West Virginia,15065,264,1752.4,8,53.1,0.03
Cumberland County,Pennsylvania,253369,2745,1083.4,82,32.36,0.03
Polk County,North Carolina,20724,413,1992.9,13,62.73,0.031
Pinellas County,Florida,975008,27192,2788.9,831,85.23,0.031
Monroe County,New York,741742,8398,1132.2,262,35.32,0.031
Indian River County,Florida,159925,4080,2551.2,126,78.79,0.031
Beaufort County,North Carolina,46994,1471,3130.2,46,97.89,0.031
Emanuel County,Georgia,22646,1242,5484.4,38,167.8,0.031
Montgomery County,New York,49225,292,593.2,9,18.28,0.031
Walker County,Alabama,63522,3109,4894.4,96,151.13,0.031
Arlington County,Virginia,236843,4919,2076.9,154,65.02,0.031
Fisher County,Texas,3830,128,3342.0,4,104.44,0.031
Winkler County,Texas,8010,161,2010.0,5,62.42,0.031
Smith County,Texas,232755,4788,2057.1,150,64.45,0.031
Tunica County,Mississippi,9632,555,5762.0,17,176.49,0.031
Florence County,Wisconsin,4295,254,5913.9,8,186.26,0.031
Guthrie County,Iowa,10689,480,4490.6,15,140.33,0.031
Union County,Georgia,24511,945,3855.4,29,118.31,0.031
Mason County,West Virginia,26516,192,724.1,6,22.63,0.031
Jefferson County,Colorado,582872,10944,1877.6,343,58.85,0.031
Merrimack County,New Hampshire,151382,1030,680.4,32,21.14,0.031
Brevard County,Florida,601947,12429,2064.8,385,63.96,0.031
Sunflower County,Mississippi,25110,1737,6917.6,53,211.07,0.031
Jennings County,Indiana,27735,487,1755.9,15,54.08,0.031
Maui County,Hawaii,167436,544,324.9,17,10.15,0.031
Jefferson Parish,Louisiana,432497,19077,4410.9,590,136.42,0.031
Jewell County,Kansas,2879,32,1111.5,1,34.73,0.031
Baltimore County,Maryland,827366,22046,2664.6,681,82.31,0.031
Dallas County,Arkansas,7009,196,2796.4,6,85.6,0.031
Hancock County,Indiana,78167,1566,2003.4,48,61.41,0.031
Queen Anne's County,Maryland,50381,826,1639.5,26,51.61,0.031
Laurens County,South Carolina,67492,2028,3004.8,63,93.34,0.031
Newton County,Mississippi,21018,907,4315.3,28,133.22,0.031
Camp County,Texas,13094,412,3146.5,13,99.28,0.032
Wallowa County,Oregon,7208,62,860.2,2,27.75,0.032
St. Charles Parish,Louisiana,53100,1993,3753.3,64,120.53,0.032
Tom Green County,Texas,119200,2723,2284.4,86,72.15,0.032
Marion County,Florida,365579,11205,3065.0,355,97.11,0.032
Terrebonne Parish,Louisiana,110460,3922,3550.6,126,114.07,0.032
Peach County,Georgia,27546,821,2980.5,26,94.39,0.032
Shelby County,Indiana,44729,1704,3809.6,54,120.73,0.032
Lavaca County,Texas,20154,1203,5969.0,39,193.51,0.032
Montgomery County,North Carolina,27173,1236,4548.6,39,143.52,0.032
Chesterfield County,South Carolina,45649,1554,3404.2,49,107.34,0.032
Taylor County,Texas,138031,2476,1793.8,79,57.23,0.032
Jackson County,Michigan,158513,2375,1498.3,75,47.31,0.032
Vermilion Parish,Louisiana,59512,2162,3632.9,70,117.62,0.032
Morehouse Parish,Louisiana,24874,916,3682.6,29,116.59,0.032
Vinton County,Ohio,13086,157,1199.8,5,38.21,0.032
Attala County,Mississippi,18174,856,4710.0,27,148.56,0.032
Jackson County,Kentucky,13329,536,4021.3,17,127.54,0.032
Carroll County,Ohio,26914,282,1047.8,9,33.44,0.032
Appling County,Georgia,18386,1189,6466.9,38,206.68,0.032
Amite County,Mississippi,12297,442,3594.4,14,113.85,0.032
Hamilton County,Texas,8461,221,2612.0,7,82.73,0.032
Portage County,Ohio,162460,2137,1315.4,68,41.86,0.032
Lunenburg County,Virginia,12196,156,1279.1,5,41.0,0.032
Acadia Parish,Louisiana,62045,3330,5367.1,106,170.84,0.032
Lincoln County,Georgia,7921,248,3130.9,8,101.0,0.032
Redwood County,Minnesota,15170,373,2458.8,12,79.1,0.032
Catahoula Parish,Louisiana,9494,465,4897.8,15,157.99,0.032
Wayne County,Illinois,16215,622,3836.0,20,123.34,0.032
Lowndes County,Mississippi,58594,1956,3338.2,62,105.81,0.032
Houston County,Texas,22968,435,1893.9,14,60.95,0.032
Iberia Parish,Louisiana,69829,3116,4462.3,99,141.77,0.032
Mille Lacs County,Minnesota,26277,664,2526.9,21,79.92,0.032
Piute County,Utah,1479,31,2096.0,1,67.61,0.032
Stephens County,Georgia,25925,1311,5056.9,43,165.86,0.033
Putnam County,Georgia,22119,847,3829.3,28,126.59,0.033
Parmer County,Texas,9605,612,6371.7,20,208.23,0.033
Monroe County,Illinois,34637,1180,3406.8,39,112.6,0.033
Jeff Davis County,Georgia,15115,816,5398.6,27,178.63,0.033
"Suffolk, City of",Virginia,92108,2395,2600.2,78,84.68,0.033
Mason County,Illinois,13359,389,2911.9,13,97.31,0.033
Newton County,Georgia,111743,3006,2690.1,99,88.6,0.033
Tift County,Georgia,40644,2006,4935.5,66,162.38,0.033
Cochise County,Arizona,125925,2331,1851.1,76,60.35,0.033
Hood County,Texas,61644,1273,2065.1,42,68.13,0.033
Haskell County,Texas,5658,90,1590.7,3,53.02,0.033
Chambers County,Alabama,33254,1469,4417.5,48,144.34,0.033
Kent County,Delaware,180788,3717,2056.0,122,67.48,0.033
Cleburne County,Arkansas,24919,540,2167.0,18,72.23,0.033
Walworth County,South Dakota,5435,303,5575.0,10,183.99,0.033
Boone County,Arkansas,37432,1165,3112.3,38,101.52,0.033
West Feliciana Parish,Louisiana,15568,760,4881.8,25,160.59,0.033
Pickett County,Tennessee,5048,300,5942.9,10,198.1,0.033
Grenada County,Mississippi,20758,1271,6122.9,42,202.33,0.033
Ulster County,New York,177576,2599,1463.6,87,48.99,0.033
Stewart County,Tennessee,13715,396,2887.3,13,94.79,0.033
St. Clair County,Michigan,159123,2046,1285.8,68,42.73,0.033
Putnam County,New York,98321,1921,1953.8,64,65.09,0.033
De Soto Parish,Louisiana,27463,1071,3899.8,35,127.44,0.033
Saginaw County,Michigan,190538,4849,2544.9,159,83.45,0.033
Saluda County,South Carolina,20473,748,3653.6,25,122.11,0.033
Montgomery County,Maryland,1050673,26996,2569.4,886,84.33,0.033
Newberry County,South Carolina,38440,1746,4542.1,58,150.88,0.033
Williamsburg County,South Carolina,30368,1499,4936.1,50,164.65,0.033
Ogemaw County,Michigan,20997,184,876.3,6,28.57,0.033
Rapides Parish,Louisiana,129649,4873,3758.6,163,125.72,0.033
Clay County,Mississippi,19316,756,3913.9,25,129.43,0.033
Jefferson Davis Parish,Louisiana,31368,1384,4412.1,45,143.46,0.033
Albany County,New York,305510,3942,1290.3,130,42.55,0.033
Anderson County,South Carolina,202559,6332,3126.0,208,102.69,0.033
Lafourche Parish,Louisiana,97615,3954,4050.6,131,134.2,0.033
Snyder County,Pennsylvania,40371,549,1359.9,18,44.59,0.033
Otero County,Colorado,18278,211,1154.4,7,38.3,0.033
Kearny County,Kansas,3838,181,4716.0,6,156.33,0.033
Cherokee County,South Carolina,57299,1621,2829.0,53,92.5,0.033
Surry County,Virginia,6422,146,2273.4,5,77.86,0.034
Allen Parish,Louisiana,25627,1877,7324.3,64,249.74,0.034
